Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
165,Tim Frazier_17/18,PG,27,WAS,59,11,838.0,4.0,10.2,0.395,1.0,3.3,0.304,3.0,6.9,0.44,1.4,1.8,0.767,1.1,5.7,6.8,11.5,2.8,0.4,3.4,5.7,10.4,105.0,107
166,Channing Frye_17/18,C,34,CLE,44,1,545.0,7.6,15.2,0.497,2.7,8.1,0.333,4.9,7.1,0.684,1.3,1.3,0.933,0.9,9.0,9.9,2.5,1.5,1.1,1.5,4.9,19.1,115.0,110
168,Danilo Gallinari_17/18,SF,29,LAC,21,21,671.0,7.4,18.6,0.398,2.6,8.0,0.324,4.8,10.5,0.455,5.9,6.3,0.931,0.7,6.7,7.3,3.0,0.9,0.7,1.9,2.2,23.3,111.0,112
169,Langston Galloway_17/18,SG,26,DET,58,2,863.0,7.3,19.7,0.371,4.3,12.6,0.344,2.9,7.1,0.418,1.9,2.4,0.805,0.8,4.6,5.3,3.4,2.0,0.3,1.0,2.3,20.8,106.0,109
170,Marc Gasol_17/18,C,33,MEM,73,73,2408.0,9.1,21.7,0.42,2.3,6.7,0.341,6.8,15.0,0.456,5.9,7.1,0.834,1.6,10.8,12.4,6.4,1.1,2.1,4.1,3.9,26.4,104.0,108
171,Pau Gasol_17/18,C,37,SAS,77,63,1812.0,8.0,17.5,0.458,1.2,3.3,0.358,6.8,14.1,0.481,4.4,5.8,0.756,3.6,13.7,17.3,6.6,0.7,2.2,3.0,3.4,21.6,112.0,102
172,Rudy Gay_17/18,PF,31,SAS,57,6,1231.0,10.4,22.0,0.471,1.5,4.8,0.314,8.9,17.2,0.516,4.6,6.0,0.772,3.1,8.8,11.9,3.0,1.9,1.6,3.2,4.0,26.9,106.0,103
173,Paul George_17/18,SF,27,OKC,79,79,2891.0,9.9,23.0,0.43,4.2,10.5,0.401,5.7,12.5,0.454,5.8,7.1,0.822,1.2,6.4,7.7,4.5,2.8,0.7,3.6,4.0,29.8,112.0,106
176,Taj Gibson_17/18,PF,32,MIN,82,82,2726.0,7.8,13.5,0.577,0.1,0.6,0.2,7.7,12.9,0.595,2.6,3.4,0.768,3.6,7.2,10.7,1.8,1.1,1.1,1.6,4.0,18.3,123.0,112
177,Manu Ginóbili_17/18,SG,40,SAS,65,0,1299.0,7.8,18.0,0.434,2.5,7.5,0.333,5.3,10.5,0.506,4.3,5.1,0.84,0.7,4.8,5.5,6.3,1.7,0.6,4.1,4.9,22.4,103.0,107
178,Rudy Gobert_17/18,C,25,UTA,56,56,1816.0,7.6,12.3,0.622,0.0,0.0,,7.6,12.3,0.622,5.6,8.3,0.682,4.6,12.0,16.6,2.2,1.2,3.6,3.0,4.2,20.9,122.0,99
179,Aaron Gordon_17/18,PF,22,ORL,58,57,1909.0,9.6,22.2,0.434,2.9,8.8,0.336,6.7,13.4,0.497,4.0,5.8,0.698,2.2,9.5,11.7,3.5,1.5,1.2,2.7,2.8,26.2,103.0,109
180,Eric Gordon_17/18,SG,29,HOU,69,30,2154.0,9.5,22.2,0.428,5.0,13.9,0.359,4.5,8.3,0.544,4.5,5.5,0.809,0.6,3.3,3.9,3.5,1.0,0.6,3.0,2.6,28.4,110.0,110
181,Marcin Gortat_17/18,C,33,WAS,82,82,2075.0,6.9,13.4,0.518,0.0,0.0,,6.9,13.4,0.518,2.6,3.9,0.675,4.3,10.6,14.9,3.6,1.0,1.5,2.4,4.2,16.5,112.0,107
182,Treveon Graham_17/18,SG,24,CHO,63,2,1050.0,4.5,10.3,0.434,1.9,4.5,0.412,2.6,5.8,0.452,1.9,2.7,0.695,2.0,3.7,5.6,2.7,1.5,0.1,1.3,5.1,12.7,114.0,112
183,Jerami Grant_17/18,PF,23,OKC,81,1,1647.0,7.4,13.7,0.535,1.0,3.3,0.291,6.4,10.4,0.613,4.9,7.2,0.675,2.6,7.0,9.6,1.7,0.9,2.3,1.6,4.7,20.6,122.0,108
184,Jerian Grant_17/18,PG,25,CHI,74,26,1686.0,6.1,14.6,0.416,1.8,5.4,0.326,4.3,9.1,0.468,4.1,5.4,0.745,0.9,4.1,5.0,9.9,1.8,0.2,2.6,3.8,17.9,112.0,112
186,Danny Green_17/18,SG,30,SAS,70,60,1791.0,6.1,15.8,0.387,3.3,9.0,0.363,2.8,6.8,0.419,1.4,1.8,0.769,1.2,5.9,7.0,3.1,1.8,2.3,2.1,3.4,16.9,100.0,104
187,Draymond Green_17/18,PF,27,GSW,70,70,2287.0,5.9,13.0,0.454,1.6,5.4,0.301,4.3,7.6,0.562,2.8,3.6,0.775,1.6,9.7,11.3,10.7,2.0,1.9,4.3,3.9,16.3,110.0,105
188,Gerald Green_17/18,SG,32,HOU,41,2,929.0,8.9,21.9,0.407,5.8,15.8,0.369,3.1,6.1,0.504,2.7,3.2,0.85,0.8,6.2,7.0,1.3,1.3,0.8,1.6,4.6,26.3,109.0,108
189,JaMychal Green_17/18,PF,27,MEM,55,54,1542.0,7.3,16.0,0.457,1.4,4.2,0.339,5.9,11.8,0.499,2.6,3.6,0.721,4.8,10.4,15.2,2.6,1.0,0.8,2.5,5.0,18.7,108.0,110
190,Jeff Green_17/18,PF,31,CLE,78,13,1828.0,7.9,16.6,0.477,1.4,4.6,0.312,6.5,12.0,0.54,5.4,6.3,0.868,1.6,5.0,6.6,2.7,1.1,0.9,2.0,4.0,22.7,115.0,114
191,Blake Griffin_17/18,PF,28,LAC,33,33,1139.0,10.9,24.7,0.441,2.7,8.0,0.342,8.2,16.7,0.488,7.3,9.3,0.785,2.0,9.2,11.2,7.6,1.3,0.4,4.2,3.3,31.8,110.0,110
191,Blake Griffin_17/18,PF,28,DET,25,25,831.0,10.9,25.1,0.433,2.8,8.1,0.348,8.0,17.0,0.473,5.2,6.7,0.784,1.6,8.3,10.0,9.3,0.7,0.5,4.0,3.7,29.8,108.0,109
193,Tim Hardaway Jr._17/18,SG,25,NYK,57,54,1885.0,9.5,22.5,0.421,3.4,10.8,0.317,6.0,11.7,0.516,3.8,4.7,0.816,0.8,5.0,5.9,4.1,1.6,0.3,2.4,3.2,26.2,106.0,113
194,James Harden_17/18,SG,28,HOU,72,72,2551.0,12.6,27.9,0.449,5.1,13.9,0.367,7.4,14.0,0.531,12.0,14.0,0.858,0.8,6.7,7.5,12.2,2.4,1.0,6.1,3.3,42.3,120.0,105
195,Maurice Harkless_17/18,SF,24,POR,59,36,1264.0,5.8,11.7,0.495,1.9,4.6,0.415,3.9,7.0,0.547,1.7,2.3,0.712,1.8,4.6,6.4,2.1,1.9,1.7,1.6,4.1,15.2,117.0,106
196,Montrezl Harrell_17/18,C,24,LAC,76,3,1293.0,13.1,20.6,0.635,0.0,0.3,0.143,13.0,20.3,0.641,5.2,8.3,0.626,3.9,7.6,11.5,2.8,1.4,2.0,2.6,5.4,31.4,124.0,109
197,Devin Harris_17/18,PG,34,DAL,44,1,807.0,7.3,17.7,0.415,2.7,7.8,0.352,4.6,9.9,0.465,5.8,7.0,0.83,0.6,4.7,5.3,5.3,2.1,0.5,3.0,6.4,23.2,107.0,110
198,Gary Harris_17/18,SG,23,DEN,67,65,2304.0,9.5,19.5,0.485,3.4,8.5,0.396,6.1,11.1,0.553,2.9,3.5,0.827,0.8,3.0,3.8,4.2,2.6,0.3,2.6,2.6,25.2,115.0,112
199,Joe Harris_17/18,SG,26,BRK,78,14,1975.0,7.5,15.3,0.491,3.7,8.8,0.419,3.8,6.5,0.589,2.1,2.6,0.827,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,116.0,113
200,Tobias Harris_17/18,PF,25,DET,48,48,1563.0,10.2,22.6,0.451,3.6,8.8,0.409,6.6,13.8,0.478,3.7,4.3,0.846,1.1,6.6,7.8,3.0,1.1,0.5,1.6,2.9,27.7,113.0,109
200,Tobias Harris_17/18,PF,25,LAC,32,32,1105.0,10.6,22.5,0.473,3.1,7.4,0.414,7.6,15.1,0.501,2.8,3.5,0.8,1.0,7.5,8.5,4.3,1.6,0.9,2.4,3.2,27.2,111.0,110
202,Andrew Harrison_17/18,PG,23,MEM,56,46,1326.0,6.9,16.4,0.422,1.8,5.4,0.331,5.1,10.9,0.467,4.7,6.1,0.78,0.9,4.1,5.0,6.7,1.4,1.0,3.1,5.3,20.3,106.0,113
204,Josh Hart_17/18,SG,22,LAL,63,23,1461.0,5.8,12.3,0.469,2.6,6.5,0.396,3.2,5.8,0.551,2.2,3.1,0.702,1.4,7.2,8.6,2.6,1.5,0.5,1.5,3.5,16.2,116.0,109
210,John Henson_17/18,C,27,MIL,76,69,1970.0,7.3,12.7,0.572,0.0,0.2,0.143,7.2,12.5,0.578,2.3,4.0,0.57,3.8,9.2,13.0,2.9,1.1,2.8,2.1,5.1,16.8,115.0,108
213,Mario Hezonja_17/18,SF,22,ORL,75,30,1657.0,8.1,18.2,0.442,2.7,7.9,0.337,5.4,10.3,0.523,2.5,3.1,0.819,1.2,7.1,8.3,3.1,2.4,0.9,2.5,4.0,21.3,103.0,108
215,Buddy Hield_17/18,SG,25,SAC,80,12,2024.0,10.4,23.3,0.446,4.4,10.2,0.431,6.0,13.1,0.457,1.8,2.0,0.877,1.4,6.3,7.7,3.9,2.1,0.5,3.1,3.7,27.0,104.0,111
216,Nenê_17/18,C,35,HOU,52,4,758.0,8.8,15.5,0.569,0.0,0.1,0.0,8.8,15.4,0.574,4.4,6.9,0.636,3.5,7.9,11.4,2.9,1.8,0.9,2.5,8.0,22.1,117.0,105
217,George Hill_17/18,PG,31,SAC,43,36,1143.0,6.8,14.4,0.469,2.6,5.7,0.453,4.2,8.8,0.48,3.4,4.4,0.778,1.0,4.2,5.2,5.3,1.7,0.5,2.7,3.3,19.5,113.0,113
217,George Hill_17/18,PG,31,CLE,24,24,669.0,6.1,13.7,0.444,2.0,5.6,0.351,4.1,8.1,0.509,2.4,3.0,0.805,1.5,3.2,4.7,4.9,1.6,1.1,2.1,3.9,16.5,112.0,113
220,Jrue Holiday_17/18,SG,27,NOP,81,81,2927.0,10.0,20.3,0.494,2.0,5.8,0.337,8.1,14.5,0.557,3.0,3.9,0.786,1.0,4.9,6.0,7.9,2.0,1.0,3.5,3.3,25.1,110.0,109
221,Justin Holiday_17/18,SG,28,CHI,72,72,2265.0,6.3,16.9,0.371,3.5,9.7,0.359,2.8,7.2,0.387,2.9,3.5,0.823,0.7,5.6,6.3,3.3,1.7,0.7,2.0,2.9,18.9,100.0,111
223,Rondae Hollis-Jefferson_17/18,SF,23,BRK,68,59,1920.0,8.6,18.3,0.472,0.3,1.4,0.241,8.3,16.9,0.491,6.3,8.0,0.788,2.6,9.1,11.6,4.2,1.6,1.2,3.1,3.7,23.9,108.0,109
224,Richaun Holmes_17/18,C,24,PHI,48,2,746.0,8.7,15.5,0.56,0.3,2.0,0.129,8.4,13.5,0.624,2.4,3.6,0.661,3.7,9.9,13.6,3.9,1.3,1.9,1.6,6.3,20.1,121.0,103
225,Rodney Hood_17/18,SG,25,UTA,39,12,1084.0,10.8,25.5,0.424,4.7,12.1,0.389,6.1,13.4,0.455,3.9,4.5,0.876,0.6,4.5,5.1,3.0,1.4,0.3,2.9,3.0,30.3,104.0,107
227,Al Horford_17/18,C,31,BOS,72,72,2277.0,8.1,16.5,0.489,2.1,5.0,0.429,5.9,11.6,0.514,2.1,2.6,0.783,2.3,9.4,11.6,7.4,0.9,1.7,2.9,3.0,20.3,115.0,103
229,Dwight Howard_17/18,C,32,CHO,81,81,2463.0,10.0,18.0,0.555,0.0,0.1,0.143,10.0,17.9,0.559,6.6,11.5,0.574,5.0,15.0,20.0,2.1,1.0,2.6,4.1,4.9,26.7,108.0,104
230,Josh Huestis_17/18,PF,26,OKC,69,10,982.0,3.0,9.2,0.33,1.7,5.8,0.287,1.4,3.4,0.403,0.3,1.0,0.3,2.1,6.0,8.1,1.0,0.8,2.2,1.3,4.1,8.0,91.0,109
233,Serge Ibaka_17/18,PF,28,TOR,76,76,2093.0,8.9,18.5,0.483,2.5,7.0,0.36,6.4,11.5,0.559,2.2,2.8,0.797,1.8,9.4,11.3,1.5,0.7,2.3,2.1,4.9,22.6,109.0,105
234,Andre Iguodala_17/18,SF,34,GSW,64,7,1622.0,4.4,9.5,0.463,1.0,3.5,0.282,3.4,6.0,0.567,1.6,2.6,0.632,1.5,5.8,7.3,6.2,1.6,1.1,2.0,2.9,11.4,113.0,109
235,Ersan İlyasova_17/18,PF,30,ATL,46,40,1175.0,7.6,16.7,0.459,2.5,7.1,0.359,5.1,9.6,0.532,3.0,3.7,0.8,3.1,7.4,10.4,2.1,1.8,0.7,1.8,3.8,20.8,113.0,110
235,Ersan İlyasova_17/18,PF,30,PHI,23,3,554.0,8.1,18.4,0.439,2.6,7.2,0.361,5.5,11.2,0.488,2.9,3.9,0.733,3.8,9.5,13.4,3.4,1.5,0.8,2.5,5.6,21.6,109.0,104
236,Joe Ingles_17/18,SF,30,UTA,82,81,2578.0,6.5,14.0,0.467,4.0,9.0,0.44,2.5,4.9,0.516,1.3,1.6,0.795,0.5,6.2,6.7,7.6,1.8,0.4,3.1,3.5,18.3,115.0,106
238,Brandon Ingram_17/18,SF,20,LAL,59,59,1975.0,8.7,18.4,0.47,1.0,2.5,0.39,7.7,15.9,0.483,4.7,6.8,0.681,1.4,6.2,7.6,5.6,1.1,1.0,3.6,3.9,23.0,104.0,109
239,Kyrie Irving_17/18,PG,25,BOS,60,60,1931.0,13.8,28.1,0.491,4.3,10.5,0.408,9.5,17.6,0.541,6.0,6.8,0.889,0.9,5.0,5.9,7.9,1.7,0.4,3.6,3.2,37.9,118.0,106
241,Wesley Iwundu_17/18,SF,23,ORL,62,12,1020.0,4.5,10.5,0.427,0.4,2.2,0.196,4.0,8.3,0.488,1.6,2.3,0.723,1.7,4.8,6.6,2.7,1.6,0.6,1.4,3.9,11.0,100.0,112
242,Jarrett Jack_17/18,PG,34,NYK,62,56,1548.0,6.1,14.2,0.427,0.8,2.8,0.291,5.3,11.4,0.459,2.0,2.4,0.84,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,103.0,114
245,Josh Jackson_17/18,SF,20,PHO,77,35,1959.0,9.5,22.8,0.417,1.4,5.3,0.263,8.1,17.5,0.464,4.3,6.8,0.634,2.3,6.3,8.6,2.9,2.0,0.9,3.6,5.3,24.7,93.0,112
246,Justin Jackson_17/18,SF,22,SAC,68,41,1506.0,6.2,14.1,0.442,1.9,6.2,0.308,4.3,7.9,0.547,0.9,1.2,0.722,0.9,5.4,6.3,2.5,0.9,0.4,1.3,2.7,15.2,103.0,114
247,Reggie Jackson_17/18,PG,27,DET,45,45,1201.0,10.2,24.0,0.426,2.2,7.0,0.308,8.1,16.9,0.475,4.7,5.6,0.836,1.2,4.0,5.2,9.9,1.1,0.2,4.1,3.6,27.2,105.0,111
248,LeBron James_17/18,PF,33,CLE,82,82,3026.0,13.9,25.6,0.542,2.4,6.6,0.367,11.5,19.0,0.603,6.3,8.6,0.731,1.6,9.9,11.5,12.1,1.9,1.1,5.6,2.2,36.4,118.0,109
249,Mike James_17/18,PG,27,PHO,32,10,669.0,8.7,22.3,0.388,1.9,6.9,0.268,6.8,15.4,0.442,4.6,6.0,0.762,0.9,5.5,6.4,8.6,1.9,0.5,3.4,3.2,23.8,100.0,113
253,Jonas Jerebko_17/18,PF,30,UTA,74,19,1134.0,7.0,15.1,0.466,2.9,6.9,0.414,4.2,8.1,0.511,2.0,2.5,0.807,2.3,8.5,10.9,1.9,1.1,0.5,1.2,5.6,19.0,118.0,106
254,Amir Johnson_17/18,C,30,PHI,74,18,1171.0,5.8,10.7,0.538,0.4,1.3,0.313,5.3,9.4,0.57,2.1,3.5,0.612,5.1,8.5,13.6,4.8,1.8,1.8,2.3,7.9,14.0,121.0,103
257,James Johnson_17/18,PF,30,MIA,73,41,1943.0,8.0,15.9,0.503,1.5,4.8,0.308,6.5,11.1,0.587,2.9,4.2,0.698,1.6,7.7,9.3,7.2,1.8,1.3,3.6,5.0,20.4,109.0,105
258,Joe Johnson_17/18,SF,36,UTA,32,3,700.0,6.8,16.2,0.42,1.6,6.0,0.274,5.2,10.2,0.507,1.4,1.7,0.833,0.9,6.8,7.7,3.2,0.9,0.4,2.2,2.3,16.7,96.0,107
260,Stanley Johnson_17/18,SF,21,DET,69,50,1894.0,5.5,14.7,0.375,1.8,6.2,0.286,3.8,8.6,0.439,2.9,3.8,0.772,0.9,5.8,6.6,2.9,2.5,0.4,2.0,4.5,15.8,97.0,107
261,Tyler Johnson_17/18,PG,25,MIA,72,39,2052.0,7.6,17.4,0.435,2.9,7.9,0.367,4.6,9.5,0.491,2.6,3.2,0.822,0.8,5.2,6.1,4.0,1.5,0.8,2.0,3.6,20.6,109.0,108
262,Wesley Johnson_17/18,SF,30,LAC,74,40,1486.0,4.9,12.0,0.408,2.0,5.8,0.339,2.9,6.2,0.471,1.4,1.9,0.741,0.9,6.1,7.1,2.0,2.5,2.0,1.8,4.8,13.2,99.0,107
263,Nikola Jokić_17/18,C,22,DEN,75,73,2443.0,10.2,20.5,0.499,2.3,5.7,0.396,8.0,14.8,0.538,5.4,6.4,0.85,4.0,12.3,16.3,9.3,1.8,1.2,4.3,4.3,28.1,121.0,107
267,Tyus Jones_17/18,PG,21,MIN,82,11,1467.0,5.1,11.2,0.457,1.5,4.4,0.349,3.6,6.8,0.528,2.4,2.8,0.877,0.5,4.0,4.5,7.9,3.2,0.2,2.0,3.7,14.2,119.0,110
268,DeAndre Jordan_17/18,C,29,LAC,77,77,2424.0,7.5,11.6,0.645,0.0,0.0,,7.5,11.6,0.645,3.6,6.3,0.58,6.6,16.9,23.5,2.3,0.8,1.4,2.7,4.1,18.6,125.0,105
269,Cory Joseph_17/18,PG,26,IND,82,17,2210.0,5.8,13.7,0.424,1.5,4.3,0.353,4.3,9.4,0.457,1.6,2.1,0.745,0.9,5.1,5.9,5.9,1.8,0.4,2.0,3.2,14.7,106.0,110
270,Frank Kaminsky_17/18,PF,24,CHO,79,4,1835.0,8.2,19.0,0.429,2.8,7.3,0.38,5.4,11.7,0.459,4.1,5.2,0.799,1.2,6.4,7.7,3.4,1.0,0.5,1.8,2.5,23.2,110.0,111
271,Enes Kanter_17/18,C,25,NYK,71,71,1830.0,11.4,19.3,0.592,0.0,0.1,0.0,11.4,19.3,0.594,4.2,5.0,0.848,7.4,13.7,21.1,2.8,1.0,1.0,3.3,5.1,27.1,122.0,108
272,Luke Kennard_17/18,SG,21,DET,73,9,1463.0,7.0,15.9,0.443,2.8,6.6,0.415,4.3,9.2,0.463,2.2,2.6,0.855,0.7,5.3,6.0,4.2,1.5,0.4,2.4,2.9,19.0,108.0,109
273,Michael Kidd-Gilchrist_17/18,SF,24,CHO,74,74,1850.0,7.4,14.8,0.504,0.0,0.1,0.0,7.4,14.7,0.505,3.1,4.5,0.684,2.2,5.7,8.0,1.9,1.3,0.8,1.4,3.8,18.0,110.0,110
275,Maxi Kleber_17/18,PF,26,DAL,72,36,1206.0,6.3,12.9,0.489,1.7,5.3,0.313,4.6,7.5,0.613,1.8,2.5,0.746,3.0,6.8,9.7,2.1,1.1,2.0,1.2,4.7,16.1,117.0,109
278,Kyle Korver_17/18,SG,36,CLE,73,4,1574.0,6.9,15.1,0.459,5.1,11.7,0.436,1.8,3.4,0.537,2.0,2.2,0.889,0.3,4.9,5.1,2.7,1.0,0.8,1.7,4.0,20.9,120.0,114
279,Kosta Koufos_17/18,C,28,SAC,71,13,1391.0,8.1,14.1,0.571,0.0,0.0,,8.1,14.1,0.571,1.2,2.7,0.446,5.4,11.7,17.2,3.2,1.7,1.2,1.8,5.3,17.3,117.0,108
280,Kyle Kuzma_17/18,PF,22,LAL,77,37,2401.0,9.3,20.7,0.45,3.2,8.6,0.366,6.2,12.1,0.511,2.9,4.1,0.707,1.8,7.9,9.6,2.8,1.0,0.7,2.8,3.2,24.7,105.0,109
282,Skal Labissière_17/18,PF,21,SAC,60,28,1240.0,8.4,18.7,0.448,0.7,2.1,0.353,7.6,16.6,0.459,3.9,4.8,0.805,4.0,7.7,11.7,2.9,1.0,2.0,3.0,5.4,21.3,103.0,111
283,Jeremy Lamb_17/18,SG,25,CHO,80,18,1967.0,9.4,20.6,0.457,2.3,6.3,0.37,7.1,14.3,0.495,4.4,5.2,0.861,1.2,6.8,8.0,4.6,1.5,0.8,2.3,3.4,25.6,112.0,109
284,Shane Larkin_17/18,PG,25,BOS,54,2,775.0,5.4,14.1,0.384,2.0,5.5,0.36,3.4,8.6,0.398,2.1,2.4,0.865,1.0,5.0,5.9,6.3,1.9,0.1,2.1,3.7,14.9,104.0,106
286,Zach LaVine_17/18,SG,22,CHI,24,24,656.0,10.1,26.4,0.383,3.1,9.2,0.341,7.0,17.3,0.405,6.5,8.0,0.813,0.7,6.3,7.0,5.4,1.8,0.3,3.2,4.1,29.8,99.0,111
289,Courtney Lee_17/18,SG,32,NYK,76,69,2310.0,7.4,16.2,0.454,2.4,6.0,0.406,4.9,10.2,0.482,2.4,2.7,0.919,0.6,4.2,4.8,3.9,1.7,0.4,1.8,2.3,19.6,112.0,113
292,Alex Len_17/18,C,24,PHO,69,13,1395.0,7.3,13.0,0.566,0.0,0.1,0.333,7.3,12.9,0.568,5.4,7.9,0.684,6.0,11.8,17.8,2.8,0.9,2.1,2.7,5.4,20.1,121.0,110
296,Caris LeVert_17/18,SF,23,BRK,71,10,1864.0,8.3,19.1,0.435,2.2,6.4,0.347,6.1,12.8,0.48,3.5,4.9,0.711,1.4,5.4,6.8,7.8,2.1,0.6,4.0,4.1,22.3,103.0,110
298,Damian Lillard_17/18,PG,27,POR,73,73,2670.0,11.6,26.4,0.439,4.2,11.7,0.361,7.3,14.6,0.501,9.2,10.0,0.916,1.2,4.9,6.1,9.0,1.4,0.5,3.8,2.2,36.6,120.0,109
300,Shaun Livingston_17/18,PG,32,GSW,71,7,1129.0,7.3,14.6,0.501,0.0,0.2,0.0,7.3,14.4,0.509,2.1,2.6,0.82,1.4,4.2,5.6,6.0,1.5,0.9,2.5,5.0,16.8,108.0,110
301,Kevon Looney_17/18,C,21,GSW,66,4,910.0,5.9,10.2,0.58,0.1,0.3,0.2,5.9,10.0,0.59,2.2,4.1,0.545,4.4,7.0,11.4,2.2,1.8,3.0,1.6,5.6,14.1,121.0,106
302,Brook Lopez_17/18,C,29,LAL,74,72,1735.0,10.2,21.9,0.465,3.1,9.0,0.345,7.1,12.9,0.549,3.1,4.4,0.703,2.0,6.1,8.1,3.5,0.8,2.7,2.7,5.4,26.5,108.0,108
303,Robin Lopez_17/18,C,29,CHI,64,64,1690.0,9.9,18.6,0.53,0.1,0.4,0.286,9.8,18.2,0.536,2.0,2.6,0.756,3.9,4.5,8.4,3.6,0.4,1.5,3.1,3.1,21.8,106.0,114
304,Kevin Love_17/18,C,29,CLE,59,59,1651.0,9.9,21.6,0.458,4.1,9.8,0.415,5.8,11.8,0.494,6.9,7.9,0.88,3.0,13.2,16.2,3.1,1.3,0.7,2.7,3.6,30.8,120.0,109
305,Kyle Lowry_17/18,PG,31,TOR,78,78,2510.0,7.9,18.5,0.427,4.7,11.7,0.399,3.2,6.8,0.474,4.4,5.1,0.854,1.3,7.2,8.5,10.5,1.7,0.4,3.6,3.8,24.9,120.0,107
306,Timothé Luwawu-Cabarrot_17/18,SF,22,PHI,52,7,807.0,6.0,15.9,0.375,3.2,9.4,0.335,2.8,6.5,0.431,2.7,3.5,0.793,0.8,3.5,4.3,3.2,0.7,0.3,2.3,5.8,17.8,101.0,110
308,Trey Lyles_17/18,PF,22,DEN,73,2,1391.0,9.6,19.6,0.491,3.0,7.8,0.381,6.7,11.8,0.563,3.6,5.1,0.706,2.0,10.4,12.4,3.2,1.1,1.2,2.2,4.0,25.8,116.0,110
309,Shelvin Mack_17/18,PG,27,ORL,69,3,1365.0,6.4,14.8,0.43,1.7,5.0,0.345,4.7,9.9,0.473,2.5,3.5,0.711,0.8,5.1,6.0,9.8,1.9,0.3,3.2,3.3,17.0,106.0,111
311,Ian Mahinmi_17/18,C,31,WAS,77,0,1145.0,6.0,10.8,0.556,0.0,0.1,0.0,6.0,10.7,0.561,3.9,5.6,0.703,5.9,7.7,13.5,2.3,1.6,1.8,4.3,10.0,15.9,107.0,107
312,Thon Maker_17/18,C,20,MIL,74,12,1238.0,5.2,12.7,0.411,1.2,4.2,0.298,4.0,8.5,0.467,2.6,3.7,0.699,3.0,6.0,9.1,1.9,1.5,2.1,1.8,6.5,14.3,103.0,110
314,Lauri Markkanen_17/18,PF,20,CHI,68,68,2020.0,9.0,20.8,0.434,3.5,9.7,0.362,5.5,11.1,0.497,3.4,4.0,0.843,1.9,10.4,12.3,1.9,0.9,1.0,2.0,2.5,25.0,107.0,110
315,Jarell Martin_17/18,PF,23,MEM,73,36,1661.0,6.7,15.1,0.446,1.0,3.0,0.347,5.7,12.1,0.47,2.7,3.5,0.767,3.0,6.7,9.7,2.2,1.2,1.5,2.6,6.4,17.2,101.0,111
316,Frank Mason III_17/18,PG,23,SAC,52,2,984.0,7.4,19.5,0.379,1.6,4.4,0.36,5.8,15.1,0.384,4.8,5.9,0.817,1.5,5.1,6.7,7.6,1.7,0.5,3.3,3.7,21.2,100.0,112
318,Wesley Matthews_17/18,SF,31,DAL,63,62,2131.0,6.7,16.4,0.406,3.6,9.5,0.381,3.1,6.9,0.441,2.0,2.4,0.822,0.7,4.0,4.7,4.1,1.8,0.4,2.0,3.3,18.9,105.0,111
319,Luc Mbah a Moute_17/18,PF,31,HOU,61,15,1564.0,5.2,10.9,0.481,2.0,5.4,0.364,3.2,5.4,0.599,2.0,3.0,0.684,0.7,5.2,5.9,1.7,2.3,0.8,2.1,3.1,14.5,107.0,106
321,Patrick McCaw_17/18,SG,22,GSW,57,10,961.0,4.6,11.3,0.409,1.0,4.0,0.238,3.7,7.3,0.503,1.3,1.7,0.765,0.8,3.3,4.1,4.1,2.2,0.5,2.1,3.4,11.5,96.0,110
322,CJ McCollum_17/18,SG,26,POR,81,81,2923.0,11.4,25.6,0.443,3.2,8.1,0.397,8.1,17.5,0.465,3.6,4.3,0.836,0.9,4.6,5.5,4.6,1.3,0.6,2.6,2.9,29.5,108.0,109
323,T.J. McConnell_17/18,PG,25,PHI,76,1,1706.0,5.9,11.9,0.499,0.8,1.7,0.435,5.2,10.1,0.51,0.9,1.1,0.795,1.0,5.3,6.4,8.5,2.6,0.4,3.2,3.4,13.5,109.0,105
326,Doug McDermott_17/18,SF,26,NYK,55,1,1172.0,6.4,13.9,0.46,2.2,5.8,0.387,4.1,8.1,0.513,1.7,2.2,0.755,1.4,4.3,5.7,2.1,0.4,0.5,1.4,3.1,16.7,111.0,115
326,Doug McDermott_17/18,SF,26,DAL,26,3,596.0,7.2,15.2,0.478,3.3,6.7,0.494,4.0,8.5,0.465,2.0,2.4,0.857,0.6,5.0,5.6,2.4,0.8,0.3,1.9,4.1,19.8,112.0,113
327,JaVale McGee_17/18,C,30,GSW,65,17,615.0,10.7,17.2,0.621,0.0,0.5,0.0,10.7,16.7,0.638,3.0,4.1,0.731,4.6,8.6,13.2,2.6,1.6,4.5,2.1,7.1,24.3,124.0,103
331,Ben McLemore_17/18,SG,24,MEM,56,17,1091.0,7.3,17.3,0.421,2.5,7.4,0.346,4.7,9.9,0.477,2.5,3.0,0.828,1.6,4.9,6.4,2.4,1.8,0.7,2.8,6.4,19.6,99.0,112
333,Jodie Meeks_17/18,SG,30,WAS,77,0,1119.0,7.0,17.4,0.399,3.2,9.3,0.343,3.8,8.1,0.464,4.5,5.2,0.863,0.7,4.9,5.6,3.1,1.3,0.2,1.6,2.4,21.6,111.0,112
